,type,id,attributes.accession,attributes.samples-count,attributes.bioproject,attributes.is-private,attributes.secondary-accession,attributes.centre-name,attributes.public-release-date,attributes.study-abstract,attributes.study-name,attributes.data-origination,attributes.last-update,relationships.geocoordinates.links.related,relationships.biomes.links.related,relationships.biomes.data,relationships.publications.links.related,relationships.samples.links.related,relationships.analyses.links.related,relationships.downloads.links.related,links.self
545,studies,MGYS00002270,MGYS00002270,1,PRJNA306796,False,SRP067717,Peking University School of Stomatology,,To exploring the oral microflora of preschool children,"plaque, saliva, tongue coating metagenome",HARVESTED,2019-11-07T16:54:47,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002270/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002270/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002270/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002270/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002270/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002270/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002270
546,studies,MGYS00002268,MGYS00002268,4,PRJNA284168,False,SRP058400,Kunming Institute of Zoology Chinese Academy of Sciences,,"Using saliva (PK) and plaque (TK) samples of normal subjects as controls, we undertook a large-scale molecular analyses of 16S rDNA sequences to better characterize four crucial features of disease-associated oral microbiota in primary dentition: 1) the structure and composition of microbial communities from both saliva (PQ) and plaque (TQ) in patients with caries; 2) the structure and composition of microbial communities from both saliva (PS) and plaque (PQ) in patients with pigment; 3) the structure and composition of microbial communities from both saliva (PSQ) and plaque (TSQ) in patients with the mixture of caries and pigment; and 4) bacterial co-infection patterns linked with those three disease types.",Human-associated samples Metagenome,HARVESTED,2019-11-07T16:54:45,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002268/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002268/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002268/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002268/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002268/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002268/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002268
547,studies,MGYS00002267,MGYS00002267,140,PRJNA278076,False,SRP056328,Children's National Medical Center,,Human Oral Microbiome Samples,Human Oral Swabs Raw sequence reads,HARVESTED,2019-11-07T16:54:43,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002267/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002267/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002267/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002267/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002267/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002267/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002267
548,studies,MGYS00002266,MGYS00002266,39,PRJNA271580,False,SRP051689,Queen Mary University of London,,The aim of this study was to develop an in vitro oral biofilm model using the Calgary Biofilm Device. The composition of the biofilms was determined by pyrosequencing of 16S rRNA genes.,Development and pyrosequencing analysis of an in-vitro oral biofilm model,HARVESTED,2019-11-07T16:54:41,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002266/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002266/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002266/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002266/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002266/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002266/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002266
549,studies,MGYS00002265,MGYS00002265,26,PRJNA267644,False,SRP050196,ACTA,,Microbial diversity based on 16S rDNA,Microcosm Targeted Locus (Loci),HARVESTED,2019-11-07T16:54:40,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002265/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002265/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002265/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002265/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002265/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002265/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002265
550,studies,MGYS00002263,MGYS00002263,38,PRJNA261560,False,SRP047369,Northwest University for Nationalities,,Oral microbiology study,Saliva of human Targeted Locus (Loci),HARVESTED,2019-11-07T16:54:38,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002263/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002263/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002263/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002263/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002263/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002263/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002263
551,studies,MGYS00002258,MGYS00002258,1,PRJNA239444,False,SRP041092,The Ohio State University,,The goals of the study were to examine the role played by smoking in creating at-risk-for-harm oral microbial communities,Human current and never smokers,HARVESTED,2019-11-07T16:54:36,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002258/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002258/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002258/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002258/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002258/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002258/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002258
552,studies,MGYS00002249,MGYS00002249,11,PRJNA238283,False,SRP038908,University of Malaya,,Microbial diversity in dental caries and plaque,Human oral metagenome,HARVESTED,2019-11-07T16:54:34,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002249/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002249/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002249/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002249/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002249/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002249/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002249
553,studies,MGYS00002248,MGYS00002248,26,PRJNA232543,False,SRP034724,The West China Hospital of Stomatology,,Oral microbial diversity of acute lymphoblastic leukemia patients was investigated and compared with that of healthy control subjects.  Supragingival plaque samples from acute lymphoblastic leukemia patients and healthy control subjects.,Oral microbiome of leukemia patients,HARVESTED,2019-11-07T16:54:31,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002248/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002248/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002248/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002248/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002248/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002248/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002248
554,studies,MGYS00002238,MGYS00002238,111,PRJNA362687,False,SRP097646,Tongji University,,This project depicts the characteristics of oral microbiome in autistic children.,Oral microbial changes in ASD children,HARVESTED,2019-11-07T16:54:29,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002238/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002238/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002238/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002238/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002238/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002238/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002238
555,studies,MGYS00002237,MGYS00002237,40,PRJNA352375,False,SRP093358,Temple University,,Species within oral squamous cell carcinoma and control tissues - Metagenome,Species within oral squamous cell carcinoma and control tissues -  Metagenome,HARVESTED,2019-11-07T16:54:27,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002237/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002237/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002237/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002237/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002237/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002237/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002237
556,studies,MGYS00002236,MGYS00002236,12,PRJNA267483,False,SRP049918,Jazan University,,Bacterial community of oral cavity in young healthy Arabs,Oral Bacterial Metagenome - Young Healthy Arabs,HARVESTED,2019-11-07T16:54:25,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002236/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002236/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002236/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002236/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002236/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002236/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002236
557,studies,MGYS00002233,MGYS00002233,103,PRJNA394711,False,SRP112540,Trinity College Dublin,,16s profiling of Oral Leukoplakia using V1V2 amplification and sequencing on MiSeq,Microbiome of Oral Leukoplakia,HARVESTED,2019-11-07T16:54:23,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002233/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002233/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002233/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002233/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002233/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002233/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002233
558,studies,MGYS00002232,MGYS00002232,44,PRJNA380711,False,SRP103050,"Affiliated Hospital of Stomatology, College of Medicine, Zhejiang University",,"We use metagenomic analyses to investigate the complex relationship between the oral microbiome and caries in preschool children. A total of 41 preschoolers, aged 3-5 years were recruited. Saliva samples were collected, followed by DNA extraction, Illumina high-throughput sequencing and metagenomics analyses of the oral microbial communities.",human oral metagenome,HARVESTED,2019-11-07T16:54:21,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002232/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002232/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002232/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002232/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002232/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002232/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002232
559,studies,MGYS00002228,MGYS00002228,17,PRJNA384402,False,SRP107375,"Mariam Ashour, Dr. Marwa Azab, Prof. Dr. Ali Ahmed, Suez Canal University",,Our purposes were to utilize culture-independent molecular techniques to extend our knowledge on the breadth of bacterial diversity in the healthy human oral cavity in Egyptian individuals.,oral metagenome Metagenome,HARVESTED,2019-11-07T16:54:18,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002228/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002228/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002228/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002228/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002228/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002228/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002228
560,studies,MGYS00002227,MGYS00002227,3,PRJNA268255,False,SRP050159,Jazan University,,Bacterial species present within oral cancer tissue,Oral cancer bacteriome - preliminary study Metagenome,HARVESTED,2019-11-07T16:54:16,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002227/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002227/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002227/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002227/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002227/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002227/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002227
